class,bruises,gill-spacing,gill-size,gill-color,stalk-root,ring-type,spore-print-color
poisonous,yes,close,broad,chocolate,bulbous,pendant,chocolate
edible,yes,close,broad,white,bulbous,evanescent,white
edible,no,close,narrow,white,bulbous,flaring,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
edible,yes,close,broad,white,bulbous,evanescent,white
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
edible,yes,close,broad,brown,bulbous,pendant,brown
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,yes,close,broad,chocolate,bulbous,pendant,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,narrow,gray,bulbous,pendant,black
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,yes,close,broad,chocolate,bulbous,pendant,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,yes,close,broad,white,bulbous,pendant,green
poisonous,yes,close,broad,pink,bulbous,pendant,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
edible,no,close,narrow,purple,bulbous,flaring,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
edible,yes,close,broad,white,bulbous,pendant,brown
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
edible,yes,close,broad,brown,bulbous,pendant,brown
poisonous,no,close,broad,gray,bulbous,large,chocolate
edible,yes,close,broad,white,bulbous,pendant,black
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,crowded,narrow,pink,bulbous,pendant,black
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
edible,yes,close,broad,red,bulbous,evanescent,white
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,crowded,narrow,gray,bulbous,pendant,black
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
edible,yes,close,broad,pink,bulbous,pendant,brown
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
edible,yes,close,broad,brown,bulbous,pendant,brown
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
edible,yes,close,broad,purple,bulbous,pendant,brown
poisonous,yes,close,broad,chocolate,bulbous,pendant,chocolate
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,yes,close,broad,pink,bulbous,pendant,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
edible,yes,close,broad,red,bulbous,evanescent,white
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
edible,yes,close,broad,red,bulbous,evanescent,white
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,narrow,white,bulbous,evanescent,white
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,yes,close,broad,white,bulbous,pendant,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
edible,yes,close,broad,white,bulbous,evanescent,white
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,narrow,white,bulbous,evanescent,white
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,yes,close,broad,pink,bulbous,pendant,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
edible,yes,close,broad,red,bulbous,evanescent,white
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
edible,no,crowded,narrow,white,bulbous,evanescent,white
poisonous,no,close,narrow,pink,bulbous,pendant,brown
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,yes,close,broad,gray,bulbous,pendant,green
poisonous,yes,close,broad,chocolate,bulbous,pendant,chocolate
edible,yes,close,broad,brown,bulbous,pendant,brown
poisonous,yes,close,broad,gray,bulbous,pendant,green
edible,yes,close,broad,white,bulbous,evanescent,white
poisonous,yes,close,broad,pink,bulbous,pendant,chocolate
edible,yes,close,broad,white,bulbous,evanescent,white
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,yes,close,broad,chocolate,bulbous,pendant,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
edible,yes,close,broad,white,bulbous,evanescent,white
edible,yes,close,broad,red,bulbous,evanescent,white
edible,yes,close,broad,white,bulbous,evanescent,white
poisonous,no,close,broad,gray,bulbous,large,chocolate
edible,yes,close,broad,purple,bulbous,pendant,brown
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,yes,close,broad,pink,bulbous,pendant,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
edible,yes,close,broad,red,bulbous,evanescent,white
edible,yes,close,broad,pink,bulbous,pendant,black
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
edible,yes,close,broad,brown,bulbous,pendant,brown
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,yes,close,broad,white,bulbous,pendant,green
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
edible,yes,close,broad,red,bulbous,evanescent,white
poisonous,yes,close,broad,chocolate,bulbous,pendant,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,yes,close,broad,white,bulbous,pendant,chocolate
poisonous,no,close,narrow,gray,bulbous,pendant,black
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
edible,no,close,narrow,pink,bulbous,flaring,chocolate
edible,no,close,narrow,chocolate,bulbous,flaring,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,narrow,buff,bulbous,evanescent,white
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
edible,yes,close,broad,white,bulbous,evanescent,white
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,yes,close,broad,pink,bulbous,pendant,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,yes,close,broad,chocolate,bulbous,pendant,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,narrow,brown,bulbous,pendant,black
poisonous,no,close,broad,pink,bulbous,large,chocolate
edible,yes,close,broad,purple,bulbous,pendant,brown
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
edible,yes,close,broad,red,bulbous,evanescent,white
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
edible,no,crowded,narrow,white,bulbous,evanescent,white
edible,yes,close,broad,red,bulbous,evanescent,white
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,yes,close,broad,chocolate,bulbous,pendant,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,narrow,buff,bulbous,evanescent,white
edible,yes,close,broad,white,bulbous,evanescent,white
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
edible,yes,close,broad,white,bulbous,evanescent,white
poisonous,no,close,narrow,white,bulbous,evanescent,white
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,yes,close,broad,white,bulbous,pendant,chocolate
edible,yes,close,broad,white,bulbous,evanescent,white
poisonous,yes,close,broad,white,bulbous,pendant,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,yes,close,broad,chocolate,bulbous,pendant,chocolate
poisonous,no,close,broad,gray,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,no,close,broad,pink,bulbous,large,chocolate
poisonous,no,close,broad,chocolate,bulbous,large,chocolate
poisonous,yes,close,broad,pink,bulbous,pendant,chocolate
edible,yes,close,broad,white,bulbous,evanescent,white
edible,yes,close,broad,white,bulbous,evanescent,white
edible,yes,close,broad,red,bulbous,evanescent,white
